user_id,product_id,gender,age,occupation,city_category,stay_in_current_city_years,marital_status,product_category_1,product_category_2,product_category_3,purchase
1003108,P00127842,M,51-55,6,B,1,1,1,2.0,15.0,15890
1003109,P00289942,F,26-35,11,B,4+,0,3,4.0,5.0,8210
1003110,P00057642,M,26-35,0,B,3,1,1,15.0,16.0,8189
1003111,P00117442,M,18-25,4,C,4+,0,5,14.0,,8673
1003112,P00351042,M,18-25,12,A,3,0,5,,,5186
1003113,P00004642,M,26-35,10,B,2,0,8,14.0,,5988
1003114,P00112242,M,18-25,5,C,2,1,5,8.0,14.0,5273
1003115,P00253142,M,36-45,17,C,4+,1,1,2.0,5.0,8132
1003116,P00110942,M,26-35,12,C,4+,0,1,2.0,,19099
1003118,P00248742,M,26-35,0,B,1,0,5,,,7178
1003119,P00338442,M,46-50,1,C,4+,1,1,16.0,,15634
1003121,P0096442,M,26-35,2,B,3,0,4,5.0,12.0,2160
1003122,P00294842,F,26-35,7,C,3,1,8,,,2203
1003123,P00025442,M,26-35,2,B,3,0,1,2.0,9.0,19114
1003124,P00181642,M,26-35,12,C,0,0,11,16.0,,4437
1003125,P00087442,M,26-35,7,A,1,0,5,,,5281
1003126,P00160642,M,26-35,2,B,0,1,1,11.0,15.0,11493
1003127,P00194542,F,26-35,0,B,2,1,8,14.0,,5967
1003128,P00172542,M,18-25,2,B,3,0,5,8.0,,1894
1003129,P00355642,M,26-35,7,B,2,0,16,,,16821
1003130,P00361842,M,26-35,7,C,1,0,15,16.0,,8455
1003131,P00350042,F,26-35,2,C,1,1,6,8.0,,19988
1003132,P00248442,M,36-45,7,C,3,0,3,4.0,,10713
1003134,P00180042,M,18-25,4,A,1,1,11,,,1646
1003135,P00258842,M,26-35,15,A,4+,0,5,,,7012
1003136,P00235242,F,26-35,4,C,1,1,8,,,7831
1003138,P00294142,M,36-45,17,C,2,1,5,8.0,15.0,7041
1003140,P00112142,F,26-35,4,C,1,0,1,2.0,14.0,19646
1003141,P00161442,M,26-35,14,C,3,1,5,14.0,,8786
1003142,P00034742,M,26-35,20,B,0,0,5,14.0,17.0,5277
1003143,P00033342,F,51-55,16,C,1,1,5,14.0,,6968
1003144,P00358242,F,26-35,7,C,1,0,8,,,5907
1003145,P00215942,M,18-25,4,A,2,0,8,,,9799
1003146,P00271442,M,26-35,0,C,2,0,18,,,3864
1003147,P00334242,M,26-35,14,C,0,0,1,8.0,,19367
1003148,P00266542,M,18-25,20,C,3,0,2,16.0,,12707
1003149,P00301542,M,18-25,4,C,1,0,16,,,12562
1003150,P00249142,F,26-35,3,C,4+,1,5,,,8775
1003151,P00111142,F,26-35,0,C,1,0,1,15.0,16.0,19071
1003152,P00100442,M,18-25,4,A,3,0,2,4.0,5.0,10040
1003153,P00289942,F,26-35,4,B,2,0,3,4.0,5.0,5774
1003154,P00172842,F,26-35,4,A,0,0,3,4.0,,11047
1003155,P00236942,M,26-35,7,A,1,0,12,,,1387
1003156,P00294142,M,36-45,7,C,3,0,5,8.0,15.0,7136
1003157,P00000142,M,26-35,12,C,2,0,3,4.0,5.0,10905
1003158,P00294042,M,26-35,15,B,1,0,8,14.0,,8037
1003159,P00242742,F,26-35,15,B,1,0,1,2.0,9.0,15391
1003160,P00112542,M,26-35,17,C,3,0,1,11.0,15.0,15889
1003161,P00260042,M,26-35,7,A,2,0,5,8.0,,6919
1003164,P00102642,M,18-25,12,B,2,0,4,8.0,9.0,2060
1003165,P00051642,M,36-45,7,A,0,1,8,,,7841
1003166,P00031042,M,18-25,4,B,1,0,8,,,9743
1003167,P00155442,M,26-35,2,C,3,0,1,11.0,15.0,8012
1003168,P00263442,F,36-45,5,C,4+,1,16,,,4145
1003169,P00216042,M,51-55,0,C,2,0,5,8.0,,6915
1003170,P00205942,M,26-35,0,C,4+,0,5,8.0,14.0,6855
1003171,P00110442,F,51-55,3,B,1,1,7,,,16287
1003172,P00255842,M,18-25,12,A,0,0,16,,,16920
1003173,P00183042,M,26-35,12,C,1,1,15,16.0,,12851
1003174,P00112442,F,18-25,14,C,3,1,6,8.0,,12006
1003175,P00256942,M,36-45,16,A,1,0,8,,,3906
1003177,P00354342,F,26-35,6,C,3,0,5,11.0,,8885
1003178,P00199342,F,36-45,5,A,4+,0,2,9.0,15.0,9552
1003180,P00293342,M,26-35,14,B,1,0,8,,,6121
1003182,P00267142,M,26-35,12,A,2,1,8,12.0,,7971
1003183,P00264042,M,51-55,7,C,4+,1,4,,,2185
1003184,P00122442,F,26-35,18,C,2,1,1,11.0,15.0,11597
1003185,P00158542,M,18-25,7,C,2,1,5,6.0,13.0,5286
1003187,P00116342,M,36-45,12,C,3,0,2,,,13225
1003189,P00022742,M,26-35,16,A,1,0,8,,,4009
1003190,P00248142,M,0-17,17,C,2,0,5,,,8848
1003191,P00358442,M,26-35,12,B,4+,0,1,15.0,,15881
1003192,P00150542,M,18-25,4,C,1,1,5,,,6978
1003193,P00216342,M,26-35,0,C,4+,1,3,4.0,5.0,13434
1003194,P00338442,M,26-35,15,C,2,0,1,16.0,,15912
1003195,P00116742,M,18-25,4,B,4+,0,11,,,6134
1003196,P00237642,F,18-25,4,C,4+,0,5,14.0,,7080
1003197,P00144542,F,18-25,14,A,4+,0,8,,,9887
1003198,P00209742,M,26-35,12,A,1,0,1,11.0,15.0,19413
1003199,P00130742,M,18-25,0,B,2,0,1,14.0,17.0,15891
1003200,P00104542,F,26-35,1,B,4+,0,8,,,6120
1003201,P00194442,M,46-50,7,B,0,1,5,,,6889
1003202,P00157642,F,18-25,4,A,1,0,1,14.0,16.0,15488
1003203,P00365242,M,36-45,0,C,1,0,5,8.0,,8695
1003204,P00362342,M,46-50,16,B,3,1,5,,,6917
1003205,P00010742,F,36-45,16,B,1,0,1,8.0,17.0,19005
1003206,P00031042,M,18-25,20,C,2,0,8,,,7823
1003207,P00237542,M,36-45,7,A,0,0,1,15.0,16.0,19493
1003208,P00274942,M,26-35,14,B,4+,0,8,,,9877
1003209,P00187842,M,26-35,0,C,3,0,1,16.0,,12001
1003211,P00313142,M,51-55,16,B,4+,0,8,,,9815
1003212,P00129642,F,26-35,17,A,1,0,5,,,5315
1003213,P00303842,F,26-35,1,C,3,0,5,8.0,14.0,8837
1003215,P00317842,F,51-55,13,B,2,1,8,,,7891
1003216,P0096442,M,36-45,1,B,1,0,4,5.0,12.0,1484
1003217,P00086042,F,36-45,0,A,0,0,8,14.0,17.0,7768
1003218,P00010842,M,55+,6,C,4+,1,8,16.0,,9869
1003219,P00307642,F,18-25,4,C,1,0,5,6.0,,6998
1003220,P00343542,M,36-45,7,B,0,1,8,11.0,,7804
1003222,P00106942,M,36-45,7,C,4+,1,8,,,6111
1003223,P00354142,M,26-35,20,A,1,1,6,8.0,,16174
1003224,P00100742,F,26-35,14,A,3,1,5,17.0,,6933
1003225,P00003442,M,18-25,0,C,1,0,4,5.0,8.0,2868
1003226,P00113242,M,36-45,4,A,1,1,1,6.0,8.0,19512
1003227,P00190042,F,26-35,14,A,2,0,3,4.0,5.0,8292
1003229,P00084242,F,55+,1,B,3,0,8,14.0,,9950
1003230,P00216342,M,36-45,16,A,0,0,3,4.0,5.0,10746
1003231,P00252442,M,26-35,7,A,1,1,8,,,9981
1003232,P00104842,M,36-45,12,C,4+,0,8,,,7923
1003233,P00116742,M,51-55,2,A,4+,0,11,,,6027
1003234,P00277942,F,0-17,0,B,1,0,1,,,7973
1003237,P00112142,M,36-45,7,C,2,1,1,2.0,14.0,15905
1003238,P00178342,M,36-45,7,C,1,1,8,,,10062
1003239,P00034742,F,26-35,12,C,3,0,5,14.0,17.0,8593
1003240,P00047942,M,18-25,4,B,1,0,5,13.0,,8590
1003241,P00237642,F,51-55,0,C,0,1,5,14.0,,8608
1003242,P00139942,M,51-55,13,C,4+,1,5,,,1940
1003243,P00128942,M,26-35,12,B,1,1,1,11.0,,12016
1003245,P00214842,M,18-25,2,C,0,1,14,,,15240
1003246,P00324442,F,36-45,1,B,1,1,11,13.0,16.0,1633
1003248,P00080342,F,26-35,7,B,3,0,1,6.0,8.0,11866
1003249,P00173242,F,26-35,4,C,2,0,5,,,1715
1003250,P00357842,M,26-35,4,B,2,1,5,,,5252
1003251,P00118542,M,36-45,17,C,3,0,5,8.0,,5140
1003253,P00323542,F,36-45,4,B,3,0,8,18.0,,9776
1003254,P00117942,F,36-45,6,C,1,1,5,15.0,,5233
1003256,P00262342,M,26-35,15,C,1,1,15,16.0,,8526
1003257,P00317842,M,26-35,14,C,1,0,8,,,6103
1003258,P00101342,M,46-50,6,C,1,1,6,8.0,,11946
1003259,P00253142,F,18-25,4,A,2,0,1,2.0,5.0,15570
1003260,P00323442,M,26-35,4,C,2,1,5,9.0,,7174
1003261,P00296742,M,46-50,20,B,1,1,8,,,4123
1003262,P00220442,M,26-35,14,B,2,1,5,14.0,,7021
1003263,P00112142,M,51-55,11,A,4+,0,1,2.0,14.0,15588
1003264,P00359142,F,26-35,1,C,0,1,16,,,4108
1003265,P00303342,M,26-35,15,A,1,0,1,16.0,,8033
1003266,P00214142,F,26-35,4,A,0,0,8,,,9928
1003267,P00265242,M,26-35,4,A,2,0,5,8.0,,8895
1003268,P00307642,M,26-35,12,C,1,0,5,6.0,,7059
1003269,P00350942,F,18-25,20,C,4+,0,3,4.0,5.0,10611
1003270,P00213242,M,18-25,11,C,3,1,5,8.0,,8783
1003272,P00338442,M,36-45,0,B,1,0,1,16.0,,15400
1003274,P00122442,M,26-35,20,C,4+,0,1,11.0,15.0,8134
1003277,P0096442,M,26-35,17,A,4+,0,4,5.0,12.0,1389
1003278,P00120342,M,36-45,7,A,1,1,5,17.0,,5340
1003279,P00046042,M,46-50,15,C,4+,1,5,17.0,,3764
1003280,P00312342,M,26-35,7,B,1,0,8,,,10036
1003281,P00216142,M,26-35,17,C,3,0,1,16.0,,15325
1003282,P00058042,M,46-50,3,A,4+,1,8,16.0,,9702
1003283,P00119442,M,36-45,16,C,0,1,5,,,6890
1003285,P00356742,M,26-35,4,B,3,0,5,,,7181
1003286,P00221442,F,36-45,7,B,4+,1,1,2.0,5.0,15690
1003288,P00120842,M,26-35,14,A,4+,0,8,17.0,,6185
1003290,P00327842,M,26-35,14,A,1,0,8,16.0,,5868
1003291,P00006142,F,26-35,7,B,4+,0,8,,,7946
1003292,P00291442,F,51-55,6,B,3,0,5,8.0,,7042
1003294,P00119742,M,18-25,4,B,3,0,5,8.0,12.0,3510
1003295,P00249142,M,18-25,18,B,1,0,5,,,7130
1003296,P00251442,M,18-25,14,A,1,1,5,,,7023
1003297,P00278642,M,18-25,4,A,3,0,5,,,7074
1003299,P00216842,F,26-35,4,B,2,0,8,,,9926
1003300,P00357642,M,36-45,5,B,1,0,5,,,8664
1003301,P00156442,F,26-35,2,B,3,0,8,,,5845
1003302,P00249542,M,26-35,17,C,4+,0,1,5.0,15.0,7894
1003303,P00278642,M,55+,17,B,3,1,5,,,8616
1003304,P00111942,F,46-50,5,B,1,1,8,17.0,,9845
1003305,P00208742,M,55+,20,C,0,0,1,6.0,16.0,11411
1003306,P00110142,M,46-50,14,C,1,1,7,,,16821
1003308,P00198242,F,18-25,20,B,3,1,2,4.0,9.0,10028
1003309,P00086442,M,26-35,17,C,2,1,8,13.0,15.0,5990
1003311,P00057942,M,26-35,4,A,4+,0,1,2.0,6.0,15691
1003312,P00294542,F,18-25,4,A,3,0,8,,,10054
1003313,P00102642,M,36-45,20,A,2,0,4,8.0,9.0,3516
1003314,P00002442,M,26-35,7,C,2,0,8,15.0,,5821
1003315,P00265242,M,26-35,12,B,1,1,5,8.0,,8725
1003316,P00010842,M,0-17,19,C,2,0,8,16.0,,9957
1003317,P00221642,M,26-35,4,A,4+,1,5,15.0,,5366
1003318,P00184942,M,55+,13,C,4+,1,1,8.0,17.0,19376
1003319,P00357242,F,55+,13,B,1,1,5,,,3517
1003320,P00242142,M,26-35,1,B,1,1,5,9.0,,8779
1003321,P00326642,M,36-45,1,A,1,0,8,,,6117
1003322,P00080342,F,18-25,4,B,2,0,1,6.0,8.0,19408
1003323,P00249542,M,36-45,14,C,2,1,1,5.0,15.0,15529
1003324,P00270942,M,36-45,17,C,1,0,1,2.0,15.0,19368
1003326,P00357642,M,46-50,7,C,3,1,5,,,7028
1003327,P00244142,M,18-25,12,B,4+,0,1,2.0,15.0,3811
1003328,P00255342,M,55+,19,C,2,1,8,,,7883
1003329,P00084842,M,51-55,18,B,1,1,8,16.0,,7756
1003331,P00216342,F,26-35,7,B,3,0,3,4.0,5.0,13441
1003332,P00248142,M,26-35,7,B,2,1,5,,,8682
1003333,P00208842,M,18-25,16,C,1,0,11,16.0,,4558
1003334,P00184942,M,36-45,0,C,3,0,1,8.0,17.0,19478
1003335,P00343042,M,26-35,0,A,4+,0,5,18.0,,3742
1003336,P00145042,M,36-45,17,B,2,1,1,2.0,5.0,19422
1003337,P00289842,M,26-35,4,A,1,0,1,16.0,,15350
1003338,P00303242,M,46-50,16,C,3,1,5,8.0,,5364
1003339,P00119742,M,26-35,17,C,0,0,5,8.0,12.0,8621
1003340,P00346242,M,46-50,16,C,1,1,1,15.0,,11524
1003341,P00266542,M,26-35,20,B,4+,0,2,16.0,,16353
1003342,P00217742,F,26-35,5,C,1,0,5,14.0,,5433
1003343,P00243942,F,18-25,4,B,1,0,1,2.0,15.0,19345
1003345,P00118542,M,26-35,7,C,4+,0,5,8.0,,5160
1003346,P00005042,M,36-45,7,B,3,1,6,16.0,,16172
1003347,P00114042,F,36-45,7,C,0,1,5,14.0,,7073
1003348,P00090942,M,46-50,16,C,4+,1,1,2.0,14.0,15277
1003349,P00014542,F,18-25,4,B,1,0,8,,,9730
1003351,P00102242,F,18-25,5,C,0,1,8,12.0,,9917
1003352,P00280642,M,36-45,0,C,1,0,11,,,3045
1003353,P00173742,M,36-45,17,A,3,0,1,5.0,8.0,15399
1003354,P00346142,M,26-35,7,C,2,1,1,15.0,,15889
1003355,P00201642,M,26-35,1,C,0,0,1,,,4018
1003356,P00180442,M,36-45,7,C,2,1,11,,,3117
1003357,P00307642,M,26-35,18,C,2,1,5,6.0,,8891
1003358,P00282242,F,26-35,1,B,3,0,5,8.0,17.0,7016
1003359,P00149342,M,26-35,20,C,1,0,13,16.0,,189
1003360,P00129542,F,26-35,0,A,3,0,8,14.0,,8082
1003361,P00090942,M,26-35,4,B,0,0,1,2.0,14.0,12038
1003362,P00231242,F,26-35,0,C,2,1,16,,,4546
1003363,P00001142,F,36-45,9,B,2,1,5,8.0,14.0,8748
1003364,P00109042,M,55+,13,C,4+,0,8,,,10072
1003365,P00087142,M,51-55,17,C,3,1,13,14.0,16.0,769
1003366,P00351142,M,36-45,14,C,1,1,1,8.0,17.0,19650
1003367,P00200742,M,51-55,16,A,1,1,13,16.0,,592
1003368,P00174442,M,26-35,14,C,1,1,5,,,8686
1003370,P00178942,M,18-25,4,C,1,0,5,8.0,,5230
1003371,P00120342,M,26-35,2,A,3,0,5,17.0,,7097
1003372,P00025442,M,55+,13,B,1,1,1,2.0,9.0,15234
1003373,P00144642,M,18-25,16,C,4+,0,1,15.0,16.0,11475
1003374,P00114342,M,36-45,5,C,3,0,1,8.0,17.0,15283
1003377,P00237542,M,26-35,17,C,1,0,1,15.0,16.0,19689
1003378,P00316642,M,18-25,4,A,1,0,4,5.0,,2789
1003379,P00234742,M,36-45,1,A,1,0,8,,,2055
1003380,P00116342,M,51-55,0,B,2,1,2,,,13082
1003381,P00173542,M,26-35,0,C,1,1,5,8.0,,5260
1003382,P00296042,F,0-17,10,A,2,0,8,13.0,16.0,6027
1003383,P00293342,M,55+,16,C,4+,1,8,,,5860
1003384,P00001942,M,36-45,7,C,1,0,5,,,7074
1003385,P00352142,F,26-35,9,C,1,0,1,6.0,16.0,11879
1003386,P00117942,M,18-25,4,B,3,0,5,15.0,,6998
1003387,P00173742,M,18-25,1,B,3,1,1,5.0,8.0,11474
1003389,P00323942,M,18-25,0,A,0,0,8,15.0,,8018
1003390,P00282442,F,46-50,20,C,1,1,5,8.0,18.0,5258
1003391,P00113942,M,18-25,4,A,0,0,8,,,9746
1003392,P00110742,M,51-55,6,C,1,1,1,2.0,8.0,19639
1003393,P00044442,M,36-45,12,C,3,1,1,16.0,,15202
1003394,P00126142,M,36-45,7,B,4+,0,8,16.0,,9771
1003395,P00016842,M,26-35,7,A,1,0,1,2.0,15.0,15733
1003396,P00016042,M,26-35,12,B,4+,0,1,16.0,,15428
1003397,P00025442,M,26-35,5,B,0,0,1,2.0,9.0,19098
1003398,P00058042,M,18-25,20,C,4+,1,8,16.0,,9900
1003399,P00277442,M,26-35,4,C,1,0,1,6.0,15.0,15435
1003400,P00270942,M,26-35,14,C,4+,1,1,2.0,15.0,19048
1003401,P00186942,M,36-45,7,B,1,0,5,12.0,,5333
1003402,P00245942,M,36-45,20,B,4+,0,15,,,21149
1003403,P00110842,M,36-45,5,C,1,0,1,2.0,5.0,18971
1003404,P00241642,M,26-35,8,A,1,0,1,2.0,11.0,15559
1003405,P00147842,M,36-45,14,B,4+,0,8,,,9982
1003408,P00358342,M,26-35,17,C,1,0,11,15.0,16.0,1562
1003410,P00331342,M,36-45,1,B,3,1,8,16.0,,10076
1003411,P00319342,M,18-25,4,A,4+,0,5,8.0,,6884
1003412,P00338442,M,26-35,18,C,1,0,1,16.0,,11827
1003413,P00084342,F,26-35,17,B,2,0,13,16.0,,930
1003414,P00048942,M,26-35,17,C,1,1,1,4.0,,8153
1003415,P00148642,M,36-45,7,C,0,0,6,10.0,13.0,16540
1003416,P00237542,M,26-35,12,B,4+,1,1,15.0,16.0,19659
1003417,P00227842,F,18-25,2,C,2,1,2,5.0,,6564
1003418,P00190742,F,18-25,3,C,4+,0,3,4.0,9.0,8099
1003419,P00259342,M,46-50,1,B,1,1,5,9.0,,5144
1003420,P00195242,F,26-35,7,A,3,0,8,,,9972
1003422,P00316642,M,26-35,5,B,2,0,4,5.0,,2867
1003423,P00176842,M,26-35,7,C,2,0,12,14.0,,1382
1003424,P00145042,M,26-35,6,C,1,1,1,2.0,5.0,19601
1003425,P00010742,M,18-25,20,A,1,0,1,8.0,17.0,19046
1003426,P00198042,M,26-35,20,B,1,0,11,16.0,,7393
1003427,P00198042,M,26-35,14,C,2,0,11,16.0,,6132
1003428,P00085242,M,46-50,1,C,4+,1,8,14.0,17.0,10013
1003429,P00218742,F,26-35,7,B,1,1,5,,,1726
1003430,P00350942,F,46-50,1,B,1,1,3,4.0,5.0,10782
1003431,P00112542,F,46-50,6,B,1,1,1,11.0,15.0,4500
1003432,P00258742,M,26-35,12,C,4+,0,5,,,8729
1003433,P00127942,M,18-25,12,A,1,0,1,2.0,5.0,11832
1003434,P00088042,M,18-25,4,B,1,0,1,2.0,,11775
1003435,P00288042,M,46-50,1,B,3,0,8,,,7902
1003436,P00236442,M,36-45,0,C,1,0,3,4.0,,8109
1003438,P00220442,F,26-35,0,C,0,1,5,14.0,,5259
1003439,P0096442,M,18-25,17,C,3,0,4,5.0,12.0,3542
1003440,P00250342,M,55+,17,C,3,0,16,,,16353
1003441,P00220442,F,26-35,14,A,2,0,5,14.0,,6904
1003442,P00211142,M,18-25,12,B,3,0,5,,,3621
1003444,P00356942,M,51-55,14,C,1,1,8,17.0,,7765
1003445,P00336742,F,36-45,20,C,1,0,12,,,1756
1003447,P00220442,M,26-35,12,B,0,0,5,14.0,,7183
1003449,P00114342,M,26-35,14,B,3,0,1,8.0,17.0,15542
1003450,P00112442,M,26-35,5,B,3,0,6,8.0,,20632
1003451,P00212242,F,26-35,11,A,0,0,8,,,9790
1003453,P00149342,M,36-45,7,C,1,0,13,16.0,,401
1003454,P00213242,M,18-25,0,A,1,1,5,8.0,,8824
1003456,P00173042,M,26-35,17,C,3,0,13,15.0,16.0,942
1003457,P00216342,M,26-35,20,C,1,0,3,4.0,5.0,8203
1003458,P00128942,M,46-50,0,C,1,0,1,11.0,,11563
1003460,P00287442,M,0-17,4,B,1,0,8,,,9742
1003461,P00346142,M,36-45,0,C,0,0,1,15.0,,15898
1003462,P00028842,F,26-35,4,B,3,0,6,8.0,,16266
1003463,P00115142,M,26-35,15,C,2,1,1,8.0,17.0,15687
1003464,P00232342,F,26-35,14,B,4+,1,11,,,4473
1003465,P00080342,M,26-35,14,C,3,1,1,6.0,8.0,15174
1003466,P00260042,M,26-35,14,B,1,0,5,8.0,,8604
1003467,P00106742,M,26-35,14,A,1,1,3,5.0,,13454
1003468,P00117442,M,26-35,20,C,2,1,5,14.0,,3455
1003469,P00119642,M,46-50,17,B,3,1,1,2.0,8.0,19323
1003470,P00351042,M,36-45,17,C,1,0,5,,,3632
1003471,P00102242,M,18-25,4,A,1,0,8,12.0,,6131
1003472,P00114142,M,26-35,6,C,2,1,8,,,8076
1003473,P00085542,F,36-45,16,A,1,1,5,14.0,,7158
1003474,P00248742,M,36-45,11,C,4+,1,5,,,7143
1003475,P00213242,M,26-35,14,A,1,0,5,8.0,,8577
1003476,P00085242,M,51-55,0,B,2,1,8,14.0,17.0,9926
1003477,P00054242,F,51-55,1,A,1,1,1,6.0,14.0,11582
1003478,P00058042,M,26-35,7,A,1,1,8,16.0,,7869
1003479,P00110942,M,18-25,4,C,2,0,1,2.0,,15193
1003480,P0094542,M,26-35,0,C,0,0,2,4.0,9.0,6467
1003481,P00323742,M,18-25,4,B,1,1,8,,,8046
1003482,P00319042,M,51-55,17,C,2,1,5,,,7146
1003483,P00258842,F,46-50,7,B,0,1,5,,,3633
1003484,P00362442,M,18-25,4,C,1,0,5,,,5257
1003485,P00034742,M,26-35,0,B,3,0,5,14.0,17.0,5315
1003486,P00237142,F,18-25,0,A,1,0,5,,,5387
1003487,P00101942,M,18-25,4,A,1,1,8,17.0,,7860
1003488,P00251842,M,46-50,17,B,3,1,1,15.0,16.0,8270
1003489,P00121642,M,18-25,4,A,1,0,5,14.0,,1752
1003490,P00331242,M,26-35,0,C,4+,1,12,17.0,,1767
1003491,P00051142,M,26-35,16,B,1,0,8,,,7762
1003492,P00355642,M,36-45,7,B,2,0,16,,,12225
1003493,P00016442,M,26-35,17,C,1,0,2,4.0,8.0,9664
1003494,P00289842,M,26-35,1,C,0,1,1,16.0,,12076
1003496,P00042842,M,36-45,5,C,2,1,5,,,3549
1003497,P00112142,F,36-45,2,A,2,0,1,2.0,14.0,19655
1003498,P00112442,M,26-35,17,C,3,0,6,8.0,,16380
1003499,P00270542,M,26-35,3,A,2,0,1,6.0,8.0,15404
1003500,P00025442,M,36-45,7,C,1,1,1,2.0,9.0,19647
1003501,P00171442,F,36-45,7,C,1,0,8,,,9952
1003503,P00110542,M,18-25,4,B,0,0,8,,,9945
1003504,P00091842,M,18-25,7,B,1,0,8,,,8015
1003505,P00064742,F,26-35,15,A,0,1,8,,,9806
1003506,P00005042,M,18-25,12,C,1,0,6,16.0,,20337
1003507,P00008042,M,26-35,0,A,3,0,6,8.0,14.0,20133
1003508,P00038442,M,18-25,4,C,0,1,1,,,11777
1003509,P00183042,M,18-25,4,A,0,0,15,16.0,,21453
1003510,P00240242,F,18-25,4,B,1,1,1,15.0,16.0,7653
1003511,P00118742,M,51-55,0,C,2,1,5,11.0,,8662
1003512,P00070542,M,18-25,17,A,2,0,3,15.0,,10990
1003513,P00110842,M,26-35,16,C,1,0,1,2.0,5.0,19220
1003514,P00350142,M,18-25,12,C,1,0,8,17.0,,5873
1003515,P00348942,M,36-45,3,C,0,0,8,13.0,,6125
1003516,P00112542,M,18-25,4,C,0,0,1,11.0,15.0,15902
1003517,P00182142,M,18-25,12,C,3,0,1,5.0,6.0,15470
1003518,P00283342,F,18-25,7,A,2,0,5,14.0,,8643
1003519,P00036342,F,26-35,14,A,1,1,5,8.0,,8716
1003521,P00350942,M,26-35,0,B,3,0,3,4.0,5.0,10718
1003522,P00237542,M,18-25,0,C,2,0,1,15.0,16.0,19355
1003523,P00106042,M,36-45,7,C,0,0,5,,,8698
1003524,P00084242,F,26-35,0,C,4+,0,8,14.0,,6065
1003525,P00242742,F,18-25,4,B,1,1,1,2.0,9.0,7647
1003526,P00335942,M,36-45,2,B,1,1,8,,,1998
1003527,P00128942,M,26-35,0,B,2,1,1,11.0,,15869
1003528,P00304142,M,36-45,5,C,1,0,5,11.0,,1807
1003529,P00354642,F,46-50,1,C,0,1,8,13.0,,8054
1003530,P00351342,M,26-35,0,C,1,0,1,2.0,16.0,19199
1003531,P00081142,F,26-35,11,C,1,1,6,8.0,14.0,12654
1003532,P00317842,F,36-45,14,B,1,0,8,,,9704
1003533,P0097842,M,26-35,2,A,2,1,5,,,1833
1003535,P00080342,M,46-50,18,C,1,1,1,6.0,8.0,15835
1003536,P00006942,M,18-25,4,C,0,0,1,5.0,6.0,8260
1003537,P00335942,M,0-17,10,C,1,0,8,,,2197
1003538,P00015642,M,36-45,0,C,2,1,8,16.0,17.0,7828
1003539,P00086042,F,26-35,4,A,1,1,8,14.0,17.0,9899
1003540,P00293242,M,18-25,17,B,2,1,8,16.0,,7983
1003541,P00349442,M,26-35,3,C,1,1,6,8.0,,20167
1003543,P00239642,M,26-35,17,C,2,1,5,,,5451
1003544,P00051442,F,26-35,4,B,3,1,8,17.0,,6090
1003545,P00145542,M,36-45,12,B,2,0,5,,,8665
1003546,P00115842,M,26-35,20,B,3,0,16,,,12725
1003547,P00073842,M,36-45,16,A,2,0,1,15.0,17.0,3925
1003549,P00295942,F,36-45,7,C,4+,0,2,5.0,15.0,3657
1003550,P00052842,M,26-35,5,B,0,0,10,15.0,,14090
1003551,P00118942,F,55+,0,C,0,1,8,,,5824
1003552,P00338442,F,36-45,2,C,4+,0,1,16.0,,12035
1003553,P00263542,M,36-45,16,C,0,1,16,,,16805
1003554,P00362342,M,26-35,15,C,1,1,5,,,6894
1003555,P00145042,M,55+,7,C,1,0,1,2.0,5.0,19255
1003556,P00115142,M,26-35,17,C,1,1,1,8.0,17.0,15258
1003557,P00302742,M,18-25,5,B,0,1,8,,,7936
1003558,P00147942,M,18-25,17,A,3,0,1,16.0,,19206
1003559,P00230742,M,18-25,4,C,2,0,5,,,7115
1003560,P00148942,F,26-35,6,B,4+,1,8,,,5862
1003562,P00217742,F,26-35,6,B,4+,0,5,14.0,,5334
1003563,P00129542,M,26-35,2,A,3,0,8,14.0,,5897
1003564,P00270942,M,26-35,11,C,4+,0,1,2.0,15.0,15664
1003565,P00001542,M,26-35,18,C,2,1,1,2.0,14.0,11519
1003567,P00069242,M,26-35,14,C,1,1,8,11.0,,6106
1003568,P00111942,M,26-35,0,C,1,1,8,17.0,,10054
1003569,P00326742,F,18-25,2,B,1,0,11,,,4541
1003571,P00251942,M,18-25,4,C,1,0,1,2.0,5.0,11424
1003572,P00118542,M,36-45,11,C,1,0,5,8.0,,8860
1003573,P00085942,M,0-17,10,B,1,0,2,4.0,8.0,10114
1003574,P00354442,F,36-45,6,A,1,1,5,,,7131
1003575,P00103042,M,26-35,18,C,1,1,1,14.0,,15282
1003576,P00344142,M,51-55,7,B,3,1,18,,,3087
1003577,P00261842,F,55+,0,C,2,0,2,14.0,,9893
1003578,P00237542,M,51-55,3,C,0,1,1,15.0,16.0,7686
1003579,P00058142,M,18-25,0,C,2,0,3,4.0,12.0,8032
1003580,P00036842,F,18-25,3,C,0,0,1,14.0,16.0,12064
1003581,P00112142,M,18-25,1,C,0,0,1,2.0,14.0,19017
1003582,P00028842,F,36-45,0,C,1,0,6,8.0,,12710
1003583,P00086042,F,26-35,9,C,4+,0,8,14.0,17.0,10059
1003585,P00008442,M,36-45,20,A,0,1,8,14.0,,5977
1003586,P00279242,M,36-45,20,A,2,1,5,8.0,,1978
1003588,P00036842,M,26-35,2,B,4+,0,1,14.0,16.0,11483
1003589,P00329542,F,46-50,0,B,1,1,1,15.0,16.0,15664
